[Normal Axes]|en|ru
lore_consumable_bottle_of_sake|Increases your Attack Damage and Critical Strike Damage.|Увеличивает ваш Урон от атак и Критический урон.
lore_consumable_caffeinated_coffee_container|Deal Increased Damage to Burning targets.|Наносит повышенный урон горящим целям.
lore_consumable_elixir_of_death|Enhances all Damage dealt.|Увеличивает весь наносимый урон.
lore_consumable_elixir_of_unworldly_cognition|Increases your Experience gained.|Увеличивает получаемый опыт.
lore_consumable_empty_bottle_of_vodka|Gain additional All Skills for its duration.|Дает бонус ко Всем навыкам на время действия.
lore_consumable_ghostly_potion|Enhances Magic Skill Damage.|Увеличивает урон магических навыков.
lore_consumable_gold_inlaid_mysterious_potion|Gain Increased Magic Find and Gold from monster kills.|Дает повышенный Поиск магии и Золота с монстров.
lore_consumable_maggot_eye_elixir|Increases your Attack Speed and Attack Rating.|Увеличивает вашу Скорость атаки и Рейтинг атаки.
lore_consumable_power_of_void|Unleash Comets when casting any spell.|Выпускает кометы при сотворении любого заклинания.
lore_consumable_praetorian_blood|Gain Increased Life Steal.|Дает повышенную Кражу здоровья.
lore_consumable_prismatic_potion|Increases All Resistances.|Увеличивает Все сопротивления.
lore_consumable_protein_shake|Buffs your Strength and Vitality.|Усиливает Силу и Живучесть.
lore_consumable_radbull|Gain Increased Attack Speed and Movement Speed.|Дает повышенную Скорость атаки и Скорость передвижения.
lore_consumable_sung_lees_unleashed_rage|All Attacks now cause enemies to bleed.|Все атаки теперь вызывают у врагов кровотечение.
lore_consumable_surstromming|Gain Increased Life Replenish and Mana Replenish.|Увеличивает Восстановление здоровья и маны.
lore_consumable_witches_potion|Gain full Life & Mana and Increased Life & Mana Replenish.|Полностью восполняет Здоровье и Ману и ускоряет их восстановление.
lore_consumable_wizard_potion|Enhances your Cast Rate.|Увеличивает Скорость каста.
lore_consumable_coffee_mug|Kahtellaa syssymmällä..|Вернемся к этому позже...
lore_consumable_dark_vial_corrosion|Consists of an ancient mystic plague infused in darkness..|Состоит из древней мистической чумы, пропитанной тьмой...
lore_consumable_amun_ras_demise|From beyond afterlife Amun Ra reaps the souls of the living and undead..|Из-за пределов загробного мира Амон-Ра пожинает души живых и нежити...
lore_consumable_tarot_deck|Pull a random card..|Вытяни случайную карту...
||
vault_superior_essence_vault|Essence Vault|Хранилище эссенций
vault_rare_essence_vault|Essence Vault|Хранилище эссенций
vault_mythic_essence_vault|Essence Vault|Хранилище эссенций
vault_satanic_essence_vault|Essence Vault|Хранилище эссенций
vault_heroic_essence_vault|Essence Vault|Хранилище эссенций
vault_angelic_essence_vault|Essence Vault|Хранилище эссенций
vault_unholy_essence_vault|Essence Vault|Хранилище эссенций
lore_vault_superior_essence_vault|A locked container demanding a soul sacrifice..|Запертый ларец, требующий жертвы души...
lore_vault_rare_essence_vault|A locked container demanding a soul sacrifice..|Запертый ларец, требующий жертвы души...
lore_vault_mythic_essence_vault|A locked container demanding a soul sacrifice..|Запертый ларец, требующий жертвы души...
lore_vault_satanic_essence_vault|A locked container demanding a soul sacrifice..|Запертый ларец, требующий жертвы души...
lore_vault_heroic_essence_vault|A locked container demanding a soul sacrifice..|Запертый ларец, требующий жертвы души...
lore_vault_angelic_essence_vault|A locked container demanding a soul sacrifice..|Запертый ларец, требующий жертвы души...
lore_vault_unholy_essence_vault|A locked container demanding a soul sacrifice..|Запертый ларец, требующий жертвы души...
||
[runeword]||
runeword_breath_of_dying|Breath of the Damned|Дыхание проклятых
runeword_windstride|Windstride|Поступь ветра
runeword_potency|Potency|Могущество
runeword_sleight|Sleight|Ловкость рук
runeword_shelter|Shelter|Укрытие
runeword_mirage|Mirage|Мираж
runeword_thinking_cap|Thinking Cap|Шлем мыслителя
runeword_lightforge|Lightforge|Ковка света
runeword_scholar|Scholar|Ученый
runeword_fortress|Fortress|Крепость
runeword_bristle|Bristle|Шип
runeword_force|Force|Сила
runeword_mystify|Mystify|Мистификация
runeword_shroud_of_elements|Shroud of Elements|Покров стихий
runeword_mayhem|Mayhem|Погром
runeword_quickstep|Quickstep|Быстрый шаг
runeword_rainbow|Rainbow|Радуга
runeword_havoc|Havoc|Хаос
runeword_gladstone_gooses_jacket|Gladstone Goose's Jacket|Куртка Гладстонского Гуся
runeword_preacher|Preacher|Проповедник
runeword_perdition|Perdition|Погибель
runeword_ravager|Ravager|Опустошитель
runeword_catastrophe|Catastrophe|Катастрофа
runeword_judge|Judge|Судья
runeword_will_of_thanos|Will of Thanos|Воля Таноса
runeword_revelation|Revelation|Откровение
runeword_kogarasumaru|Kogarasumaru|Когарасумару
runeword_big_joe|Big Joe|Большой Джо
runeword_valkyrie|Valkyrie|Валькирия
runeword_enigma|Shroud of Enigma|Покров Энигмы
runeword_mjolner|Mjolner|Мьёльнир
runeword_arcane_bastion|Arcane Bastion|Бастион тайной магии
runeword_ascendancy|Ascendancy|Вознесение
runeword_sovereignty|Sovereignty|Суверенитет
runeword_virulence|Virulence|Зараза
runeword_carnage|Carnage|Резня
runeword_arcanum|Arcanum|Арканум
runeword_true_aim|True Aim|Верный прицел
runeword_harvester|Harvester|Жнец
runeword_epilogue|Epilogue|Эпилог
runeword_trapped_vessel|Trapped Vessel|Заточенный сосуд
runeword_conquest|Conquest|Завоевание
runeword_divine_contemplation|Divine Contemplation|Божественное созерцание
runeword_atonement|Atonement|Искупление
runeword_ghost|Ghost|Призрак
runeword_divinity|Divinity|Божественность
runeword_flowing_sands|Flowing Sands|Зыбучие пески
runeword_deus_ex_machina|Deus Ex Machina|Deus Ex Machina
runeword_malice|Malice|Злоба
runeword_skysong|Skysong|Песнь небес
runeword_torment|Torment|Мучение
runeword_martyr|Martyr|Мученик
runeword_paradox|Paradox|Парадокс
runeword_innerFire|Inner Fire|Внутренний огонь
runeword_fleshRipper|Flesh Ripper|Разрыватель плоти
runeword_aurorasMight|Aurora's Might|Мощь Авроры
runeword_brilliance|Brilliance|Блеск
runeword_brutality|Brutality|Жестокость
runeword_ninjatabi|Ninja Tabi|Таби ниндзя
runeword_nirvana|Nirvana|Нирвана
runeword_legionnaire|Legionnaire|Легионер
runeword_crematoriums_pledge|Crematorium's Pledge|Клятва крематория
runeword_bubonic_plagues_pledge|Bubonic Plague's Pledge|Клятва бубонной чумы
runeword_hydrangea|Hydrangea|Гортензия
runeword_disaster|Disaster|Бедствие
runeword_justice|Justice|Справедливость
runeword_celestus|Celestus|Целестус
runeword_shadow|Shadow|Тень
runeword_delirium_tremens|Delirium Tremens|Белая горячка
runeword_angul_auxana|Angul Auxana|Ангул Ауксана
runeword_toxicarcus|Toxicarcus|Токсикаркус
runeword_freljord|Freljord|Фрельйорд
runeword_moltening|Moltening|Расплавление
runeword_astropos|Astropos|Астропос
runeword_etherwalk|Etherwalk|Эфирная походка
runeword_crushfleet|Crushfleet|Сокрушитель флота
runeword_lostDimension|Lost Dimension|Затерянное измерение
runeword_sonicStep|Sonicstep|Звуковой шаг
runeword_blitzkrieg|Blitzkrieg|Блицкриг
runeword_curse|Curse|Проклятие
runeword_grief|Grief|Скорбь
runeword_crown_of_antichrist|Crown of The Antichrist|Корона Антихриста
runeword_cardCollector|Codex of the Card Collector|Кодекс Коллекционера карт
runeword_relicFeast|Codex of Relic Feast|Кодекс Пиршества реликвий
runeword_babylons_fall|Babylon´s Fall|Падение Вавилона
runeword_colossus|Colossus|Колосс
runeword_flowing_agony|Flowing Agony|Текущая агония
runeword_spelunker|Spelunker|Спелеолог
runeword_feral|Feral|Дикость
runeword_chimera|Chimera|Химера
runeword_grimwalkers|Grimwalkers|Мрачные ходоки
runeword_violence|Violence|Насилие
runeword_incarnation_codex|Codex of Incarnation|Кодекс Воплощения
runeword_rift_codex|Codex of Rift|Кодекс Разлома
runeword_chaos_codex|Codex of Chaos|Кодекс Хаоса
runeword_rapidshot|Rapidshot|Беглый огонь
runeword_fog|Fog|Туман
runeword_broken_friendship_codex|Codex of Broken Friendship|Кодекс Разрушенной дружбы
runeword_deserts_wrath|Desert´s Wrath|Гнев пустыни
runeword_lone_mystic|Lone Mystic|Одинокий мистик
runeword_ents_blessing|Ent´s Blessing|Благословение Энта
||
lore_runeword_breath_of_dying|From where darkness intertwines with light, and the veil between life and death is thin. This ancient weapon is a harrowing statement to the cursed souls who once wielded it.|Оттуда, где тьма переплетается со светом, а грань между жизнью и смертью тонка. Это древнее оружие — страшное напоминание проклятым душам, что когда-то владели им.
lore_runeword_windstride|Born from the essence of ethereal winds. It's gleaming core, hewn from a comet that graced the heavens.|Рожденный из эссенции эфирных ветров. Его сияющее ядро высечено из кометы, украсившей небеса.
lore_runeword_potency|Forged from the core of a glacial storm wielding the power of a thousands frozen souls.|Выкован из сердца ледяного шторма, владеющего силой тысяч замерзших душ.
lore_runeword_sleight|The ancient weapon that once belonged to a malevolent demon, created from pure hatred and forged from an angels bone marrow..|Древнее оружие, некогда принадлежавшее злобному демону. Создано из чистой ненависти и выковано из костного мозга ангела...
lore_runeword_shelter|Created by Bergan Néel to protect those who face the hellfire, giving Shelter to a hero in need of one.|Создано Берганом Нилом для защиты тех, кто противостоит адскому пламени, даруя Укрытие герою, нуждающемуся в нем.
lore_runeword_mirage|Nine hundred celestial lights converge, infusing this ancient aegis with the blazing might of a sun.|Девятьсот небесных огней сливаются воедино, наполняя эту древнюю эгиду пылающей мощью солнца.
lore_runeword_thinking_cap|One must never judge a quiet man, as there might rage a storm in their mind.|Никогда не суди тихого человека, ибо в его разуме может бушевать шторм.
lore_runeword_lightforge|In the darkest time forged in the heavens, thy shall shine light in to the dark.|В темнейшие времена, выкованный на небесах, ты прольешь свет во тьму.
lore_runeword_scholar|Tales told this belonged to the Arch Mages apprentice on his journey to study and learn.|Легенды гласят, что это принадлежало ученику Архимага в его странствиях ради знаний.
lore_runeword_fortress|Built to protect from evil, like a fortress I stand my ground.|Созданный для защиты от зла. Как крепость, я стою на своем.
lore_runeword_bristle|Cursed to walk a path of anger, wielded by those who let their toxic feelings best them.|Проклят идти путем гнева, в руках тех, кто позволил ядовитым чувствам взять верх.
lore_runeword_force|Decimate with brute force, give no quarter to anyone who opposes you.|Уничтожай грубой силой, не давай пощады никому, кто встанет на пути.
lore_runeword_mystify|After eons being lost in time, this armor serves well to those able to wield it to it's complete potential.|Потерянная в веках, эта броня верно служит тем, кто способен раскрыть ее полный потенциал.
lore_runeword_shroud_of_elements|Amid the convergence of elements, at the very nexus where earth, air, fire, and water intertwine, a clandestine realm shrouded in mystery lies concealed. Within these veiled depths, the enigmatic forces of nature lurk and bide their time, ever watchful for the arrival of their true master.|Среди слияния стихий, в самом центре, где переплетаются земля, воздух, огонь и вода, скрыто тайное царство. В этих сокрытых глубинах загадочные силы природы таятся и выжидают, готовые встретить своего истинного повелителя.
lore_runeword_mayhem|Raging from the fields of chaos behold a untamed power; total mayhem.|Бушующая на полях хаоса, узри неукротимую силу; полный погром.
lore_runeword_quickstep|Caution your steps, for the path unfurls with unexpected swiftness, inviting you to a journey that races beyond all reckoning.|Ступай осторожно, ибо путь разворачивается с неожиданной быстротой, приглашая в путешествие за гранью понимания.
lore_runeword_rainbow|Truly unique event manifested in nature when the rain meets the sun; thus creating a headpiece for the traveler who has light within.|Поистине уникальное явление природы, когда дождь встречается с солнцем; так создается венец для путника, несущего свет внутри.
lore_runeword_havoc|The absolute power of a thousand hurricanes infused into one shield by a mage of chaos. Powers within this item are cold and dark|Абсолютная мощь тысячи ураганов, вложенная магом хаоса в один щит. Силы внутри этого предмета холодны и темны.
lore_runeword_gladstone_gooses_jacket|Jacket made of from the finest leather, believed to bring intense luck to it's user.|Куртка из тончайшей кожи, которая, как считается, приносит невероятную удачу владельцу.
lore_runeword_preacher|Let your soul fill with fire and ecstasy preaching righteous message.|Пусть твоя душа наполнится огнем и экстазом, проповедуя праведное слово.
lore_runeword_perdition|The once-bustling streets were now deserted, the grand spires reduced to rubble, and the laughter of children replaced with the haunting echoes of misery.|Некогда оживленные улицы теперь пустынны, величественные шпили превратились в руины, а детский смех сменился жутким эхом страданий.
lore_runeword_ravager|The smell of rotten flesh caught between it's teeth is the last thing I remember. After that I felt cold darkness overtake my soul.|Запах гнилой плоти, застрявшей в зубах — последнее, что я помню. После этого я почувствовал, как холодная тьма поглотила мою душу.
lore_runeword_catastrophe|Somewhere out there in the eternal realm, lurking, waiting, to cross our path and strike.|Где-то там, в вечном царстве, оно таится, выжидая момента, чтобы пересечь наш путь и нанести удар.
lore_runeword_judge|And so shall rise a righteous hero. The one to bring judgement to the wicked.|И восстанет праведный герой. Тот, кто свершит суд над нечестивыми.
lore_runeword_will_of_thanos|Will can overcome mountains and carve through bedrock, knows no limits and will stop at nothing.|Воля способна сворачивать горы и пробивать скалы, она не знает границ и не остановится ни перед чем.
lore_runeword_revelation|Behold as the fire and stone start raining down as he returns and walks the earth.|Смотри, как огонь и камни сыплются с небес, когда он возвращается и ступает по земле.
lore_runeword_kogarasumaru|They pursued the false king through the province, where the false king hid the weapon in a mansion.|Они преследовали лжекороля через провинцию, где он спрятал оружие в особняке.
lore_runeword_big_joe|Amidst the chilling sounds of steel on bone and the pungent aroma of burning oil and blood, terror takes hold.|Среди леденящих звуков стали, рубящей кость, и едкого запаха горящего масла и крови, ужас сковывает сердца.
lore_runeword_valkyrie|With absolute certainty, a Valkyrie never backs down from a worthy battle.|С абсолютной уверенностью: Валькирия никогда не отступит от достойной битвы.
lore_runeword_enigma|This enigmatic cloak was said to have been woven from the ethereal threads of mystery and imbued with the veiled secrets of the cosmos.|Говорят, этот загадочный плащ соткан из эфирных нитей тайны и пропитан скрытыми секретами космоса.
lore_runeword_mjolner|As the universe continues to spin its eternal tapestry, the legacy of Mjölner lives on, and the tales of its glory are etched into the myths and legends of the ancient world, a timeless symbol of valor, honor, and the unyielding power of the divine.|Пока вселенная ткет свой вечный гобелен, наследие Мьёльнира живет. Сказания о его славе вписаны в мифы и легенды древнего мира — вечный символ доблести, чести и несокрушимой божественной силы.
lore_runeword_arcane_bastion|Take arms, shield yourself against the dark forces|Возьми оружие, защити себя от темных сил.
lore_runeword_ascendancy|Whispers still echo among adventurers and seekers of arcane knowledge. Many brave souls embark on quests to unearth the shield and unlock its true potential, hoping to use its power for good or prevent it from falling into the clutches of malevolence.|Шепот все еще эхом разносится среди искателей приключений и тайных знаний. Многие храбрецы отправляются на поиски щита, чтобы раскрыть его истинный потенциал, надеясь использовать его силу во благо или не дать ему попасть в лапы зла.
lore_runeword_sovereignty|The people prayed fervently to the gods for aid, and in response, the divine beings crafted Sovereignty and imbued it with their blessings.|Люди горячо молили богов о помощи, и в ответ божественные существа создали Суверенитет, наполнив его своими благословениями.
lore_runeword_virulence|Virulence took the form of a flask, seemingly ordinary at first glance, with a dark, smoky liquid swirling within its glass walls. However, its true potency lay in the alchemical concoction contained within.|Зараза приняла форму флакона, с виду обычного, с темной дымчатой жидкостью, клубящейся за стеклом. Однако ее истинная мощь заключалась в алхимическом составе внутри.
lore_runeword_carnage|Through sinister rituals, he infused a powerful bow with the essence of war and destruction, binding it to the souls of the fallen warriors who perished in the relentless conflicts that plagued the kingdom.|С помощью зловещих ритуалов он наполнил мощный лук сущностью войны и разрушения, связав его с душами воинов, павших в безжалостных конфликтах, терзавших королевство.
lore_runeword_arcanum|Talented mage Fio crafted this bow for her quest to cleanse the lands. It was thought to be buried with her on the highland graveyard.|Талантливая волшебница Фио создала этот лук для очищения земель. Считалось, что он был похоронен вместе с ней на Кладбище Высокогорья.
lore_runeword_true_aim|Carved from the bone of a master archer infused with a ritual of a rare celestial event.|Вырезан из кости мастера-лучника и усилен ритуалом редкого небесного явления.
lore_runeword_harvester|Unpure as they come, reap the field of forgotten souls and give them purpouse.|Нечистые, как есть. Пожни поле забытых душ и даруй им цель.
lore_runeword_epilogue|The aftermath becomes an epilogue, leaving scars etched in land and hearts, echoing through generations.|Последствия становятся эпилогом, оставляя шрамы на земле и в сердцах, отдаваясь эхом сквозь поколения.
lore_runeword_trapped_vessel|Eternal torment of a soul, trapped in the contained void.|Вечные муки души, запертой в сосуде пустоты.
lore_runeword_conquest|Venturing out on a quest to Conquest the fortress of evil.|Отправляясь в поход, чтобы Завоевать крепость зла.
lore_runeword_divine_contemplation|In seek of light when intentions are pure, you are protected with a promise.|В поисках света с чистыми намерениями ты защищен обещанием.
lore_runeword_atonement|Forgiveness is cost for a righteous path for the wicked to overcome.|Прощение — это цена, которую нечестивые платят, чтобы встать на праведный путь.
lore_runeword_ghost|Not really alive but not dead either, just a vessel, drifting in the middle just under the veil of reality.|Не совсем жив, но и не мертв. Просто сосуд, дрейфующий где-то посередине, прямо под вуалью реальности.
lore_runeword_divinity|With their left hand, they shall guide the sheep, while their right hand was forged into a weapon to punish those who disobey their orders.|Левой рукой они будут направлять паству, а правая их рука была превращена в оружие, чтобы карать непокорных.
lore_runeword_flowing_sands|Just as the sands on the desert are forever on the move, never settle|Как пески пустыни вечно в движении, никогда не останавливайся.
lore_runeword_deus_ex_machina|To safeguard her world from the impending cataclysm, Seraphina took action and so was the weapon with immense power born.|Чтобы защитить свой мир от грядущего катаклизма, Серафина начала действовать, и так родилось оружие невероятной мощи.
lore_runeword_malice|In the eerie domain, the haunting voices persist, forever seeking a silence that remains beyond their grasp|В жутких владениях навязчивые голоса не умолкают, вечно ища тишины, которая остается для них недосягаемой.
lore_runeword_skysong|With every strike, the heavens themselves seemed to sing, harmonizing with the heart of the warrior and echoing through the land, leaving a trail of wonders in its wake.|С каждым ударом казалось, что сами небеса поют в унисон с сердцем воина, эхом разносясь по земле и оставляя след чудес.
lore_runeword_torment|Torment took the form of a sinister black wand. Its core was said to contain a fragment of the dark void itself, granting it unparalleled power over the necromantic forces that defied the natural order.|Мучение приняло форму зловещего черного жезла. Говорили, что его ядро содержит осколок темной пустоты, даруя невиданную власть над силами некромантии, бросающими вызов порядку природы.
lore_runeword_martyr|He was slain for his home, his people, his believes. Now his soul is infused within this weapon.|Он был убит за свой дом, свой народ, свои убеждения. Теперь его душа живет в этом оружии.
lore_runeword_paradox|One can not exist in a state of a paradox without consequenses.|Нельзя существовать в состоянии парадокса без последствий.
lore_runeword_innerFire|Ancient Pyromancer harnessed hes very own inner fire that fuels this magnificent tool to burn down entire villages.|Древний пиромант обуздал свой собственный внутренний огонь, питающий этот великолепный инструмент, чтобы сжигать дотла целые деревни.
lore_runeword_fleshRipper|With each stroke of their blade, they rend the flesh from their foes' bones, for in this land, there is no sanctuary for evil to take root.|С каждым ударом клинка они сдирают плоть с костей врагов, ибо в этих землях злу негде укрыться.
lore_runeword_aurorasMight|Aurora, of of the purest souls to ever walk on earth was brutally slain, but her soul was infused into this weapon so she can live on and avenge her death.|Аврора, одна из чистейших душ, когда-либо ходивших по земле, была жестоко убита. Но ее душа была вселена в это оружие, чтобы она могла жить дальше и отомстить за свою смерть.
lore_runeword_brilliance|Brilliance breeds success, success gives birth to wisdom and wisdom grows to be brilliance.|Блеск порождает успех, успех рождает мудрость, а мудрость перерастает в блеск.
lore_runeword_brutality|On the rise to power, an ancient king forged this weapon to brutally murder anyone standing on his way.|На пути к власти древний король выковал это оружие, чтобы жестоко убивать любого, кто встанет у него на пути.
lore_runeword_ninjatabi|Once worn by an assassin who was told to vacuum all sound with his presence.|Некогда их носил убийца, которому было велено поглощать любой звук своим присутствием.
lore_runeword_nirvana|Gateway into singularity.|Врата в сингулярность.
lore_runeword_legionnaire|Battle scarred by a thousand wars.|Покрыт шрамами тысячи войн.
lore_runeword_crematoriums_pledge|Forged in the eternal flames of the Hellforge.|Выкован в вечном пламени Адской кузницы.
lore_runeword_bubonic_plagues_pledge|Millions have died trying to wield this plague ridden shield..|Миллионы погибли, пытаясь совладать с этим чумным щитом...
lore_runeword_hydrangea|A venomous weapon conjured from the hydrangea plant, handle with care..|Ядовитое оружие, созданное из гортензии. Обращаться с осторожностью...
lore_runeword_disaster|I don't want to set the world on fire.. I just want to start.. A flame in your heart..|Я не хочу, чтобы мир был в огне... Я лишь хочу зажечь... Пламя в твоем сердце...
lore_runeword_justice|In the name of the father, the son and the holy hammer..|Во имя отца, и сына, и святого молота...
lore_runeword_celestus|Something every mage craves for.. A weapon infused in arcane power!|То, чего жаждет каждый маг... Оружие, наполненное тайной силой!
lore_runeword_shadow|A runeword used by assassins around Tarethiel..|Рунное слово, используемое убийцами Таретиэля...
lore_runeword_delirium_tremens|What.. Happened.. Last.. Night???|Что... Случилось... Прошлой... Ночью???
lore_runeword_angul_auxana|Arcane imbued..|Напитано тайной магией...
lore_runeword_toxicarcus|Venom imbued..|Напитано ядом...
lore_runeword_freljord|Cold imbued..|Напитано холодом...
lore_runeword_moltening|Fire imbued..|Напитано огнем...
lore_runeword_astropos|Lightning imbued..|Напитано молнией...
lore_runeword_etherwalk|Opens a path to the Ether..|Открывает путь в Эфир...
lore_runeword_crushfleet|CARNAGEEEEEEE|РЕЗНЯЯЯЯЯЯЯ
lore_runeword_lostDimension|Light a candle infront of a mirror and see who comes through..|Зажги свечу перед зеркалом и посмотри, кто придет...
lore_runeword_sonicStep|Rapid, Fast, Slick, Smooth.. Sonic.|Стремительный, быстрый, ловкий, плавный... Соник.
lore_runeword_blitzkrieg|A flash of war!|Вспышка войны!
lore_runeword_curse|Forever.. Cursed..|Навеки... Проклят...
lore_runeword_grief|The ancient recipe of a venom coated weapon on the battle field always results in a grieving widow..|Древний рецепт отравленного оружия на поле боя всегда оставляет вдов скорбеть...
lore_runeword_crown_of_antichrist|From the ashes of destruction.. The Antichrist shall walk the earth once again..|Из пепла разрушения... Антихрист вновь ступит на землю...
lore_runeword_cardCollector|The collector of tarot cards.. They show the path.. To where? We don´t know..|Коллекционер карт Таро... Они указывают путь... Куда? Мы не знаем...
lore_runeword_relicFeast|Chance for every monster slain to drop a relic..|Каждый убитый монстр может обронить реликвию...
lore_runeword_babylons_fall|A relic of once a prosperous, rich and advanced civilization ruled by gods for thousands of years.. |Реликвия некогда процветающей, богатой и развитой цивилизации, которой тысячелетиями правили боги...
lore_runeword_colossus|Strong as stone.|Крепок, как камень.
lore_runeword_flowing_agony|Can you feel the darkness.. The agony.. Flowing through your veins..|Чувствуешь ли ты тьму... Агонию... Текущую по твоим венам...
lore_runeword_spelunker|Chance for ancient monsters to conjure an ore node after death.|Древние монстры могут после смерти оставить залежи руды.
lore_runeword_feral|Clawing towards your heart with each stroke..|Продирается к твоему сердцу с каждым ударом...
lore_runeword_chimera|Ages to eternity..|Века в вечность...
lore_runeword_grimwalkers|From the shadows wallows a grim sound, something truly eerie and dark..|Из теней доносится мрачный звук, что-то поистине жуткое и темное...
lore_runeword_violence|The malevolent tendencies imbued within these boots take over the mind of its host..|Злобные устремления, заключенные в этих ботинках, захватывают разум носителя...
lore_runeword_incarnation_codex|Shimmering power of glyphs incarnated..|Мерцающая сила воплощенных глифов...
lore_runeword_rift_codex|Shatter the realm and enter the ether..|Расколи мир и войди в эфир...
lore_runeword_chaos_codex|The tower has engulfed in rage..|Башня охвачена яростью...
lore_runeword_rapidshot|The wrath of projectile mayhem fired from this sacred weapon..|Гневный шквал снарядов, выпущенный из этого священного оружия...
lore_runeword_fog|Shrouding you in darkness, harvesting its power!|Окутывает тебя тьмой, собирая её силу!
lore_runeword_broken_friendship_codex|Friendships are made to be broken.. no?|Дружба создана, чтобы её разрушать... разве нет?
lore_runeword_deserts_wrath|Salvaged from the ruins of a powerful mana storm..|Спасено из руин мощного мана-шторма...
lore_runeword_lone_mystic|Conjured deep in the barren deserts..|Сотворено в глубинах бесплодных пустынь...
lore_runeword_ents_blessing|Blessed by the saplings of the forest..|Благословлено лесными саженцами...
||
[set_names]||
gurag_setname|Gurag's Fury|Ярость Гурага
reaper_setname|Death's Toll|Дань смерти
anubis_setname|Anubi's Eternal Life|Вечная жизнь Анубиса
damien_setname|Damien's Legacy|Наследие Дэмиена
karp_setname|Genji's Battle Gear|Боевое снаряжение Гэндзи
satan_setname|Satan's Curse|Проклятие Сатаны
mevius_setname|Mevius' Eye of Chaos|Око Хаоса Мевиуса
tals_setname|Tal's Reaping|Жатва Тала
zeus_setname|Thunder God's Wrath|Гнев бога грома
steve_setname|Stickman Steve's Destruction|Разрушение Стикмана Стива
redneck_setname|Redneck's Work Gear|Снаряжение деревенщины
redneck2_setname|Lumberjack's Forestry Gear|Снаряжение лесоруба
pirate_setname|Black Beard's Remains|Останки Черной Бороды
pirate2_setname|Plunderer's Ensemble|Облачение грабителя
necromancer_setname|Death Lord's Legacy|Наследие Владыки смерти
necromancer2_setname|Venom's Frame|Остов Венома
paladin_setname|Thor's Thunder Hammer|Громовой молот Тора
paladin2_setname|Justiciar's Thunder Raiment|Громовое облачение юстициария
viking_setname|Viking's Demise|Погибель викинга
viking2_setname|Shield Bearer's Sanctuary|Пристанище щитоносца
nomad_setname|Elder of Mos'Arathim|Старейшина Мос-Аратима
nomad2_setname|Vagabond's Rags|Лохмотья бродяги
marksman_setname|Marksman's Hunting Gear|Охотничье снаряжение стрелка
marksman2_setname|Engineer's Combat Gear|Боевое снаряжение инженера
samurai_setname|Nobunaga's Empire|Империя Нобунаги
samurai2_setname|Master's Legacy|Наследие мастера
marauder_setname|Juggernaut's Rampart|Оплот Джаггернаута
marauder2_setname|Gladiator's Glory|Слава гладиатора
plaguedoctor_setname|Doctor's Medkit|Сумка лекаря
plaguedoctor2_setname|Blood-letter's Armament|Вооружение Кровавого писца
demonslayer_setname|Dante's Nightmare|Кошмар Данте
demonslayer2_setname|Gabriel's Devotion|Преданность Габриэля
whitemage_setname|The Holy One|Святой человек
whitemage2_setname|Zealot's prophecy|Пророчество фанатика
pyromancer_setname|Flames of the Apocalypse|Пламя Апокалипсиса
pyromancer2_setname|Flames of Divinity|Божественное пламя
amazon_setname|Aztec's Mystery|Тайна ацтеков
amazon2_setname|Valkyrie's Battle Gear|Боевое снаряжение валькирии
shaman_setname|God of the Elements|Бог стихий
shaman2_setname|Earth Shaper's Pride|Гордость Формирователя Земли
lancer_setname|Wall of God|Божья стена
lancer2_setname|Champion's Valor|Доблесть воителя
demonspawn_setname|Satan's Redemption|Искупление Сатаны
demonspawn2_setname|Bone Conjurer's Regalia|Регалии костяного призывателя
swordmaster_setname|Masamura|Масамура
travelers_setname|Traveler|Странник
uabel_setname|Uabel's Majesty|Величие Уабель
battleWorn_setname|Battle Worn|Поношенное в боях
sheepKings_setname|Sheep King's Kingdom|Владения Короля овец
illusionist_setname|Guardian's of the Sands|Страж песков
illusionist2_setname|Temporal Mastery|Мастерство времени
jotunn_setname|Ymir's Wisdom|Мудрость Имира
jotunn2_setname|Einar's Rage|Гнев Эйнара
odin_setname|Odin's Demise|Погибель Одина
exo_setname|Guardian of the Sun Temple|Страж храма Солнца
exo2_setname|The Lunar Eclipse|Лунное затмение
butcher_setname|Blood Bond|Кровная связь
butcher2_setname|Verge of Insanity|Грань безумия
arcs_setname|Arc's Blessed Faith|Благословенная вера Арка
stormweaver_setname|Thunder Caller's Wrath|Гнев призывателя грома
abomination_setname|Abomination's Defiled Organs|Оскверненные органы мерзости
demolition_setname|Demolition Expert|Подрывник
bard_setname|Metal Vocalist´s Symphony|Симфония метал-вокалиста
bard2_setname|Pit Fighter´s Rampage|Буйство бойца ямы
grenadier_setname|Grenadier´s Explosive|Взрывчатка гренадера
witching_setname|Witching|Ведьмовство
||
[Misc]||
limited_socket|Unique|Уникальный
prospect_copper|Prospect Copper Ore|Разведка медной руды
prospect_iron|Prospect Iron Ore|Разведка железной руды
prospect_gold|Prospect Gold Ore|Разведка золотой руды
prospect_ruby|Prospect Ruby Ore|Разведка рубиновой руды
prospect_jade|Prospect Jade Ore|Разведка нефритовой руды
prospect_tarethium|Prospect Tarethium Ore|Разведка таретиевой руды
potions_witches_potion|Witches Potion|Ведьмино зелье
potions_elixir_of_death|Elixir of Death|Эликсир смерти
