[Normal Axes]|en|ru
consumable_elixir_of_death|Elixir of Death|Эликсир смерти
consumable_elixir_of_unworldly_cognition|Elixir of Unworldly Cognition|Эликсир потустороннего познания
consumable_empty_bottle_of_vodka|Empty Bottle of Vodka|Пустая бутылка водки
consumable_ghostly_potion|Ghostly Potion|Призрачное зелье
consumable_gold_inlaid_mysterious_potion|Gold Inlaid Mysterious Potion|Таинственное зелье с золотой инкрустацией
consumable_maggot_eye_elixir|Maggot Eye Elixir|Эликсир из глаза личинки
consumable_power_of_void|Power of Void|Сила Пустоты
consumable_praetorian_blood|Praetorian Blood|Преторианская кровь
consumable_prismatic_potion|Prismatic Potion|Призматическое зелье
consumable_protein_shake|Protein Shake|Протеиновый коктейль
consumable_radbull|Radbull|Радбулл
consumable_sung_lees_unleashed_rage|Sung Lee's Flask of Carnage|Флакон резни Сунг Ли
consumable_surstromming|Surströmming|Сюрстрёмминг
consumable_witches_potion|Witches Potion|Ведьмино зелье
consumable_wizard_potion|Wizard Potion|Зелье чародея
consumable_coffee_mug|Sarcaster’s Coffee Mug|Кофейная кружка Саркастера
consumable_dark_vial_corrosion|Dark Vial of Corrosion|Темный флакон коррозии
consumable_amun_ras_demise|Amun Ra´s Demise|Погибель Амон-Ра
consumable_tarot_deck|Tarot Deck|Колода Таро
||
lore_consumable_blood_of_spartan|Enhances your Defense and Damage Return.|Густая, пахнущая медью и древней яростью кровь. Она наделяет кожу прочностью щита, значительно повышая вашу защиту и заставляя врагов содрогаться от боли, вызывая отражение полученного урона. (Повышает вашу защиту и возвращаемый урон)|
lore_consumable_bottle_of_radogate|Gain Increased Movement Speed and Phasing.|Мерцающая, едва осязаемая субстанция, запертая в хрупком стекле. Она дарует телу призрачную легкость, увеличивая скорость передвижения и позволяя бесплотной тенью скользить сквозь ряды врагов. (Увеличивает скорость передвижения и позволяет проходить сквозь врагов)|
lore_consumable_bottle_of_sake|Increases your Attack Damage and Critical Strike Damage.|Обожженная в горне бутыль полна жгучей влаги, что заставляет сердце биться в ритме войны. Ваша физическая мощь многократно возрастает, делая каждый критический удар воплощением чистой, первобытной боли. (Увеличивает ваш урон от атак и критический урон)|
lore_consumable_caffeinated_coffee_container|Deal Increased Damage to Burning targets.|Жестяная емкость скрывает в себе напиток, горький как сама смерть. Он наделяет вас небывалой безжалостностью, позволяя гораздо эффективнее наносить урон целям, охваченные огнем. (Увеличенный урон горящим целям)|
lore_consumable_elixir_of_death|Enhances all Damage dealt.|Густая, пульсирующая черным ихором субстанция, источающая запах тлена. Каждая капля этого зелья наполняет ваши атаки потусторонней злобой, значительно увеличивая весь наносимый урон. (Увеличивает весь наносимый урон)|
lore_consumable_elixir_of_unworldly_cognition|Increases your Experience gained.|Прозрачный эфир, пропитанный энергией запретных знаний. Он связывает ваш разум с информационным полем вселенной, многократно увеличивая количество получаемого опыта. (Увеличивает количество получаемого опыта)|
lore_consumable_empty_bottle_of_vodka|Gain additional All Skills for its duration.|Тяжелое горлышко с остатками обжигающей горечи пробуждает в крови первобытную ярость, временно даруя прибавку ко всем умениям. (Повышает уровни всех умений на время действия эффекта)|
lore_consumable_ghostly_potion|Enhances Magic Skill Damage.|Мерцающая лазурью жидкость, которая кажется невесомой в руках. Магическая природа этого зелья резонирует с вашим внутренним даром, значительно повышая эффективность и урон всех заклинаний. (Увеличивает урон магических умений)|
lore_consumable_gold_inlaid_mysterious_potion|Gain Increased Magic Find and Gold from monster kills.|Взвесь золотой пыли в этом тяжелом флаконе пробуждает в глазах алчный блеск, заставляя саму судьбу подбрасывать под ноги ценные трофеи и звонкую монету. (Повышает шанс нахождения магических предметов и количество золота, выпадающего из монстров)|
lore_consumable_maggot_eye_elixir|Increases your Attack Speed and Attack Rating.|Тошнотворный настой на глазах личинок заставляет сердце биться в безумном ритме, ускоряя замах оружия и гарантируя точность каждого вашего выпада. (Увеличивает вашу скорость атаки и рейтинг атаки)|
lore_consumable_power_of_void|Unleash Comets when casting any spell.|Мерцающая эссенция иного измерения, в которой заперт гнев мертвых солнц. При касте заклинаний эта мощь вырывается наружу, призывая сокрушительные кометы из глубин космоса. (При касте любого заклинания вы выпускаете кометы)|
lore_consumable_praetorian_blood|Gain Increased Life Steal.|Древний состав, сваренный на крови лучших бойцов империи. Его свойства заставляют вашу плоть регенерировать с невероятной скоростью, пока вы продолжаете терзать тела своих недругов. (Увеличивает похищение здоровья при атаке)|
lore_consumable_prismatic_potion|Increases All Resistances.|Мерцающая взвесь, переливающаяся всеми цветами спектра. Окутывает тело невидимым барьером, защищающим плоть от ярости первородных стихий. (Повышает сопротивление всем видам урона)|
lore_consumable_protein_shake|Buffs your Strength and Vitality.|Концентрат из толченого рога демона и сердца разъяренного зверя, бьющий в нос резким запахом. Наполняет мышцы звериной мощью и укрепляет кости, повышая ваши силу и живучесть. (Повышает характеристики: силу и живучесть)|
lore_consumable_radbull|Gain Increased Attack Speed and Movement Speed.|Ядовито-голубая эссенция, искрящаяся чистой энергией. Один глоток этой смеси наполняет мышцы неестественной силой, увеличивая скорость атаки и скорость передвижения (Увеличивает скорость атаки и скорость передвижения)|
lore_consumable_sung_lees_unleashed_rage|All Attacks now cause enemies to bleed.|Багровый эликсир, замешанный на яде пустынных гадюк, делает раны незаживающими, из-за чего все ваши атаки провоцируют обильное кровотечение. (Все ваши атаки теперь вызывают у врагов кровотечение)|
lore_consumable_surstromming|Gain Increased Life Replenish and Mana Replenish.|Настой из тухлой рыбы, который пахнет хуже, чем гниющий зомби. Эта невыносимая трапеза дает мощный толчок жизненным силам, ускоряя восполнение здоровья и маны. (Ускоряет восполнение здоровья и маны)|
lore_consumable_witches_potion|Gain full Life & Mana and Increased Life & Mana Replenish.|Багровая настойка, вскипающая от малейшего прикосновения. Она питает тело энергией крови, восполняя здоровье и ману до самых краев и поддерживая их восстановление на высоком уровне. (Полностью восстанавливает здоровье и ману, а также ускоряет их восполнение)|
lore_consumable_wizard_potion|Enhances your Cast Rate.|Густая лазурная эссенция отливающая цианом. Это зелье расширяет границы сознания, дарует кристаллическую ясность мысли, позволяя вашим заклинаниям срываться с пальцев с безумной скоростью. (Увеличивает скорость каста)|
lore_consumable_coffee_mug|Kahtellaa syssymmällä..|Поглядим, что будет осенью...|
lore_consumable_dark_vial_corrosion|Consists of an ancient mystic plague infused in darkness..|В этом флаконе томится древняя порча, взращенная в абсолютной тьме. Одно прикосновение этой жидкости превращает сталь в труху, а плоть — в смердящую жижу, кишащую тенями.|
lore_consumable_amun_ras_demise|From beyond afterlife Amun Ra reaps the souls of the living and undead..|Эхо великого падения бога солнца. Этот эликсир позволяет тебе пожинать души живых и нежити с одинаковой легкостью, насыщая твое существо черным светом загробного мира.|
lore_consumable_tarot_deck|Pull a random card..|Колода, где каждая карта начертана кровью самой судьбы. Тяни осторожно: один расклад может вознести тебя до небес, а другой — швырнуть в объятия вечных мук.|
||
vault_superior_essence_vault|Essence Vault|Хранилище эссенции|
vault_rare_essence_vault|Essence Vault|Хранилище эссенции|
vault_mythic_essence_vault|Essence Vault|Хранилище эссенции|
vault_satanic_essence_vault|Essence Vault|Хранилище эссенции|
vault_heroic_essence_vault|Essence Vault|Хранилище эссенции|
vault_angelic_essence_vault|Essence Vault|Хранилище эссенции|
vault_unholy_essence_vault|Essence Vault|Хранилище эссенции|
lore_vault_superior_essence_vault|A locked container demanding a soul sacrifice..|Запертое хранилище, требующее принесения души в жертву...|
lore_vault_rare_essence_vault|A locked container demanding a soul sacrifice..|Запертое хранилище, требующее принесения души в жертву...|
lore_vault_mythic_essence_vault|A locked container demanding a soul sacrifice..|Запертое хранилище, требующее принесения души в жертву...|
lore_vault_satanic_essence_vault|A locked container demanding a soul sacrifice..|Запертое хранилище, требующее принесения души в жертву...|
lore_vault_heroic_essence_vault|A locked container demanding a soul sacrifice..|Запертое хранилище, требующее принесения души в жертву...|
lore_vault_angelic_essence_vault|A locked container demanding a soul sacrifice..|Запертое хранилище, требующее принесения души в жертву...|
lore_vault_unholy_essence_vault|A locked container demanding a soul sacrifice..|Запертое хранилище, требующее принесения души в жертву...|
||
[runeword]||
runeword_breath_of_dying|Breath of the Damned|
runeword_windstride|Windstride|
runeword_potency|Potency|
runeword_sleight|Sleight|
runeword_shelter|Shelter|
runeword_mirage|Mirage|
runeword_thinking_cap|Thinking Cap|
runeword_lightforge|Lightforge|
runeword_scholar|Scholar|
runeword_fortress|Fortress|
runeword_bristle|Bristle|
runeword_force|Force|
runeword_mystify|Mystify|
runeword_shroud_of_elements|Shroud of Elements|
runeword_mayhem|Mayhem|
runeword_quickstep|Quickstep|
runeword_rainbow|Rainbow|
runeword_havoc|Havoc|
runeword_gladstone_gooses_jacket|Gladstone Goose's Jacket|
runeword_preacher|Preacher|
runeword_perdition|Perdition|
runeword_ravager|Ravager|
runeword_catastrophe|Catastrophe|
runeword_judge|Judge|
runeword_will_of_thanos|Will of Thanos|
runeword_revelation|Revelation|
runeword_kogarasumaru|Kogarasumaru|
runeword_big_joe|Big Joe|
runeword_valkyrie|Valkyrie|
runeword_enigma|Shroud of Enigma|
runeword_mjolner|Mjolner|
runeword_arcane_bastion|Arcane Bastion|
runeword_ascendancy|Ascendancy|
runeword_sovereignty|Sovereignty|
runeword_virulence|Virulence|
runeword_carnage|Carnage|
runeword_arcanum|Arcanum|
runeword_true_aim|True Aim|
runeword_harvester|Harvester|
runeword_epilogue|Epilogue|
runeword_trapped_vessel|Trapped Vessel|
runeword_conquest|Conquest|
runeword_divine_contemplation|Divine Contemplation|
runeword_atonement|Atonement|
runeword_ghost|Ghost|
runeword_divinity|Divinity|
runeword_flowing_sands|Flowing Sands|
runeword_deus_ex_machina|Deus Ex Machina|
runeword_malice|Malice|
runeword_skysong|Skysong|
runeword_torment|Torment|
runeword_martyr|Martyr|
runeword_paradox|Paradox|
runeword_innerFire|Inner Fire|
runeword_fleshRipper|Flesh Ripper|
runeword_aurorasMight|Aurora's Might|
runeword_brilliance|Brilliance|
runeword_brutality|Brutality|
runeword_ninjatabi|Ninja Tabi|
runeword_nirvana|Nirvana|
runeword_legionnaire|Legionnaire|
runeword_crematoriums_pledge|Crematorium's Pledge|
runeword_bubonic_plagues_pledge|Bubonic Plague's Pledge|
runeword_hydrangea|Hydrangea|
runeword_disaster|Disaster|
runeword_justice|Justice|
runeword_celestus|Celestus|
runeword_shadow|Shadow|
runeword_delirium_tremens|Delirium Tremens|
runeword_angul_auxana|Angul Auxana|
runeword_toxicarcus|Toxicarcus|
runeword_freljord|Freljord|
runeword_moltening|Moltening|
runeword_astropos|Astropos|
runeword_etherwalk|Etherwalk|
runeword_crushfleet|Crushfleet|
runeword_lostDimension|Lost Dimension|
runeword_sonicStep|Sonicstep|
runeword_blitzkrieg|Blitzkrieg|
runeword_curse|Curse|
runeword_grief|Grief|
runeword_crown_of_antichrist|Crown of The Antichrist|
runeword_cardCollector|Codex of the Card Collector|
runeword_relicFeast|Codex of Relic Feast|
runeword_babylons_fall|Babylon´s Fall|
runeword_colossus|Colossus|
runeword_flowing_agony|Flowing Agony|
runeword_spelunker|Spelunker|
runeword_feral|Feral|
runeword_chimera|Chimera|
runeword_grimwalkers|Grimwalkers|
runeword_violence|Violence|
runeword_incarnation_codex|Codex of Incarnation|
runeword_rift_codex|Codex of Rift|
runeword_chaos_codex|Codex of Chaos|
runeword_rapidshot|Rapidshot|
runeword_fog|Fog|
runeword_broken_friendship_codex|Codex of Broken Friendship|
runeword_deserts_wrath|Desert´s Wrath|
runeword_lone_mystic|Lone Mystic|
runeword_ents_blessing|Ent´s Blessing|
||
lore_runeword_breath_of_dying|From where darkness intertwines with light, and the veil between life and death is thin. This ancient weapon is a harrowing statement to the cursed souls who once wielded it.|На стыке вечного мрака и мерцающего света, там, где саван между жизнью и смертью рвется в лоскуты. Это оружие — немой приговор проклятым душам, что когда-то осмелились коснуться его рукояти.|
lore_runeword_windstride|Born from the essence of ethereal winds. It's gleaming core, hewn from a comet that graced the heavens.|Рожденный из ярости эфирных вихрей, этот артефакт хранит в себе осколок кометы, некогда осквернившей небеса своим падением. Его холодный блеск — эхо пустоты, пронзающей само время.|
lore_runeword_potency|Forged from the core of a glacial storm wielding the power of a thousands frozen souls.|Выкованный в самом сердце ледяного бурана, он черпает мощь из тысяч скованных льдом душ. Их предсмертный хлад навеки застыл в этой стали, готовый выморозить саму жизнь из каждого, кто встанет на пути.|
lore_runeword_sleight|The ancient weapon that once belonged to a malevolent demon, created from pure hatred and forged from an angels bone marrow..|Древнее орудие, рожденное в когтях верховного демона из чистой ненависти. Его основа была вырезана из костного мозга павшего ангела — оскверненная реликвия, жаждущая крови своих создателей..|
lore_runeword_shelter|Created by Bergan Néel to protect those who face the hellfire, giving Shelter to a hero in need of one.|Этот оплот, сотворенный Берганом Неелом, был рожден, чтобы сдерживать саму преисподнюю. Он станет последним убежищем для героя, чья плоть готова обратиться в пепел под натиском адского пламени.|
lore_runeword_mirage|Nine hundred celestial lights converge, infusing this ancient aegis with the blazing might of a sun.|Слияние девятисот небесных светил, заключенное в этот древний эгис. Он пылает ослепительной яростью солнца, испепеляя тени и ослепляя тех, кто посмеет взглянуть на лик праведного гнева.|
lore_runeword_thinking_cap|One must never judge a quiet man, as there might rage a storm in their mind.|Никогда не ищи покоя в безмолвии странника. За тихим взором может бушевать шторм, способный сокрушить рассудок и превратить мир в прах.|
lore_runeword_lightforge|In the darkest time forged in the heavens, thy shall shine light in to the dark.|Выкованный в чертогах небес в час самого глубокого мрака. Этот светоч призван рассекать тьму, не оставляя теням ни единого шанса укрыться от его беспощадного сияния.|
lore_runeword_scholar|Tales told this belonged to the Arch Mages apprentice on his journey to study and learn.|Легенды гласят, что этот артефакт вел ученика Верховного Мага через тернии познания. В его знаках сокрыты крохи великих истин, купленных ценой долгого пути через забвение и боль.|
lore_runeword_fortress|Built to protect from evil, like a fortress I stand my ground.|Моя плоть — стена, мой дух — бастион. Я стою неколебимо перед лицом скверны, и никакое зло не пошатнет твердыни моей воли.|
lore_runeword_bristle|Cursed to walk a path of anger, wielded by those who let their toxic feelings best them.|Орудие тех, чей разум отравлен желчью и неутолимой злобой. Этот путь ведет лишь к саморазрушению, а клинок впивается в душу владельца так же глубоко, как и в плоть врага.|
lore_runeword_force|Decimate with brute force, give no quarter to anyone who opposes you.|Сокрушай их кости, втаптывай их в грязь. Грубая сила не знает жалости, а тот, кто встал на твоем пути, не заслуживает даже милосердной смерти. Пощады не будет.|
lore_runeword_mystify|After eons being lost in time, this armor serves well to those able to wield it to it's complete potential.|Доспех, дремавший в складках вечности бесчисленные эпохи. Его истинное могущество откроется лишь тому, чья воля способна подчинить себе саму ткань забытого времени.|
lore_runeword_shroud_of_elements|Amid the convergence of elements, at the very nexus where earth, air, fire, and water intertwine, a clandestine realm shrouded in mystery lies concealed. Within these veiled depths, the enigmatic forces of nature lurк and bide their time, ever watchful for the arrival of their true master.|На перекрестке стихий, там, где земля захлебывается водой, а пламя пожирает воздух, сокрыта обитель вечной тайны. Силы природы затаились в этой безмолвной пучине, ожидая прихода своего истинного господина.|
lore_runeword_mayhem|Raging from the fields of chaos behold a untamed power; total mayhem.|Изрыгнутая из самих полей хаоса, эта мощь не знает уз. Узри же пришествие первозданного безумия, где само существование превратится в сплошную кровавую бойню.|
lore_runeword_quickstep|Caution your steps, for the path unfurls with unexpected swiftness, inviting you to a journey that races beyond all reckoning.|Ступай осторожно, ибо под твоими ногами тропа ускользает в бездну с безумной скоростью. Этот путь увлечет тебя так далеко, что возврата не будет даже в помыслах.|
lore_runeword_rainbow|Truly unique event manifested in nature when the rain meets the sun; thus creating a headpiece for the traveler who has light within.|Редкий миг, когда слезы небес встречаются с яростью солнца. Этот венец сужден страннику, чей внутренний свет способен озарить даже самый мрачный горизонт после великой бури.|
lore_runeword_havoc|The absolute power of a thousand hurricanes infused into one shield by a mage of chaos. Powers within this item are cold and dark|Щит, в который маг хаоса заключил неистовство тысячи ураганов. Силы, дремлющие внутри, пропитаны могильным хладом и непроглядной тьмой, готовой поглотить любое сопротивление.|
lore_runeword_gladstone_gooses_jacket|Jacket made of from the finest leather, believed to bring intense luck to it's user.|Одеяние, выделанное из кожи редчайшего зверя. Говорят, сама судьба благоволит тому, кто носит этот доспех, отводя клинки врагов и подбрасывая трофеи прямо в руки.|
lore_runeword_preacher|Let your soul fill with fire and ecstasy preaching righteous message.|Пусть пламя веры и экстаз очищения выжгут твою душу дотла. Неси слово праведного гнева, ибо голос твой станет громом, а воля — карающим мечом самой судьбы.|
lore_runeword_perdition|The once-bustling streets were now deserted, the grand spires reduced to rubble, and the laughter of children replaced with the haunting echoes of misery.|Там, где когда-то кипела жизнь, теперь царит лишь безмолвие. Величественные шпили обратились в прах, а детский смех сменился леденящим эхом вечных страданий.|
lore_runeword_ravager|The smell of rotten flesh caught between it's teeth is the last thing I remember. After that I felt cold darkness overtake my soul.|Последнее, что осталось в моей памяти — тошнотворный смрад гнилой плоти, застрявшей меж его клыков. А затем ледяная тьма поглотила мою душу, не оставив места для света.|
lore_runeword_catastrophe|Somewhere out there in the eternal realm, lurking, waiting, to cross our path and strike.|Там, в ледяных пустотах вечного царства, оно затаилось и ждет. Оно следит за каждым нашим шагом, выбирая миг, чтобы нанести сокрушительный удар, от которого не оправится ни один смертный.|
lore_runeword_judge|And so shall rise a righteous hero. The one to bring judgement to the wicked.|И восстанет истинный герой, чей дух непоколебим. Он придет не за милосердием, но за расплатой, чтобы свершить праведный суд над грешниками и утопить зло в его собственной крови.|
lore_runeword_will_of_thanos|Will can overcome mountains and carve through bedrock, knows no limits and will stop at nothing.|Истинная воля способна сокрушать горные хребты и пробиваться сквозь саму земную твердь. Она не знает преград и не остановится ни перед чем, пока мир не склонится перед её мощью.|
lore_runeword_revelation|Behold as the fire and stone start raining down as he returns and walks the earth.|Узрите: когда Он вернется, чтобы вновь попирать эту землю, само небо разверзнется, обрушивая огонь и камни на головы обреченных.|
lore_runeword_kogarasumaru|They pursued the false king through the province, where the false king hid the weapon in a mansion.|Они гнали лжекороля через все земли, но так и не настигли его. Говорят, он укрыл этот проклятый клинок в стенах поместья, где сами тени до сих пор нашептывают о его предательстве.|
lore_runeword_big_joe|Amidst the chilling sounds of steel on bone and the pungent aroma of burning oil and blood, terror takes hold.|Среди лязга стали о кость, в удушливом смраде горящего масла и свежей крови, первобытный ужас сковывает сердца. Это не просто бой — это бойня.|
lore_runeword_valkyrie|With absolute certainty, a Valkyrie never backs down from a worthy battle.|В её взоре — холодная уверенность смерти. Истинная валькирия никогда не отступит, ибо её путь — это вечная жатва в поисках достойного противника.|
lore_runeword_enigma|This enigmatic cloak was said to have been woven from the ethereal threads of mystery and imbued with the veiled secrets of the cosmos.|Этот призрачный плащ был соткан из нитей самого небытия и пропитан запретными тайнами космоса, способными лишить рассудка любого смертного.|
lore_runeword_mjolner|As the universe continues to spin its eternal tapestry, the legacy of Mjölner lives on, and the tales of its glory are etched into the myths and legends of the ancient world, a timeless symbol of valor, honor, and the unyielding power of the divine.|Пока мироздание плетет свою бесконечную летопись, легенда о Мьёльнире живет в камне и крови. Это вечный символ доблести и неумолимой, сокрушительной мощи самих богов.|
lore_runeword_arcane_bastion|Take arms, shield yourself against the dark forces|Вооружись и стань нерушимой преградой на пути легионов тьмы. Пусть этот оплот будет последним, что увидят демоны перед своим изгнанием.|
lore_runeword_ascendancy|Whispers still echo among adventurers and seekers of arcane knowledge. Many brave souls embark on quests to unearth the shield and unlock its true potential, hoping to use its power for good or prevent it from falling into the clutches of malevolence.|Шёпот о его силе до сих пор эхом разносится среди искателей запретного. Многие безумцы сгинули в поисках этого щита, мечтая обуздать мощь, способную как спасти мир, так и окончательно его погубить.|
lore_runeword_sovereignty|The people prayed fervently to the gods for aid, and in response, the divine beings crafted Sovereignty and imbued it with their blessings.|Когда молитвы отчаявшихся достигли небес, боги выковали Владычество. Они вложили в этот артефакт свою ярость и благословение, создав венец, достойный лишь истинного правителя.|
lore_runeword_virulence|Virulence took the form of a flask, seemingly ordinary at first glance, with a dark, smoky liquid swirling within its glass walls. However, its true potency lay in the alchemical concoction contained within.|На первый взгляд — лишь склянка с темным дымом. Но за стеклом скрывается кошмарный алхимический состав, способный превратить кровь в яд, а цветущие земли — в гниющие болота.|
lore_runeword_carnage|Through sinister rituals, he infused a powerful bow with the essence of war and destruction, binding it to the souls of the fallen warriors who perished in the relentless conflicts that plagued the kingdom.|Скверными ритуалами он вплавил саму суть войны в этот лук, навеки привязав его к душам павших воинов. Каждая его стрела несет в себе эхо предсмертных криков тех, кто погиб в бесконечных распрях.|
lore_runeword_arcanum|Talented mage Fio crafted this bow for her quest to cleanse the lands. It was thought to be buried with her on the highland graveyard.|Чародейка Фио создала этот лук, чтобы выжечь скверну из своих земель. Считалось, что артефакт был погребен вместе с ней на заброшенном кладбище в высокогорье... пока кто-то не потревожил её покой.|
lore_runeword_true_aim|Carved from the bone of a master archer infused with a ritual of a rare celestial event.|Вырезан из кости легендарного стрелка и закален в пламени редчайшего небесного знамения. Этот лук направляет руку владельца с пугающей, сверхъестественной точностью.|
lore_runeword_harvester|Unpure as they come, reap the field of forgotten souls and give them purpouse.|Оскверненный до самого основания. Собери жатву на полях забытых душ и дай им новое предназначение: служить твоим клинкам в вечном танце смерти.|
lore_runeword_epilogue|The aftermath becomes an epilogue, leaving scars etched in land and hearts, echoing through generations.|Финал станет лишь эпилогом, оставив незаживающие шрамы на теле земли и в сердцах выживших. Это эхо боли будет звучать в поколениях, напоминая о цене победы.|
lore_runeword_trapped_vessel|Eternal torment of a soul, trapped in the contained void.|Вечная мука души, запертой в безмолвной пустоте. Этот сосуд — тюрьма, где нет места времени, а страдания бесконечны.|
lore_runeword_conquest|Venturing out on a quest to Conquest the fortress of evil.|Они выступили в поход, чтобы штурмом взять оплот скверны. Ибо нет мира, пока стоит цитадель зла, и нет милосердия тем, кто укрылся за её стенами.
lore_runeword_divine_contemplation|In seek of light when intentions are pure, you are protected with a promise.|Тот, чей дух чист, неизменно ищет свет во тьме. Его защитой служит не сталь, а нерушимый обет, данный небесам в час великого испытания.
lore_runeword_atonement|Forgiveness is cost for a righteous path for the wicked to overcome.|Искупление — это горькая цена за право вернуться на путь праведности. Для грешника этот путь вымощен не словами молитв, а кровью и смиренным страданием.
lore_runeword_ghost|Not really alive but not dead either, just a vessel, drifting in the middle just under the veil of reality.|Застрявший в серой мгле между жизнью и смертью. Лишь пустая оболочка, дрейфующая под тонким покровом реальности, где само время не имеет над ним власти.
lore_runeword_divinity|With their left hand, they shall guide the sheep, while their right hand was forged into a weapon to punish those who disobey their orders.|Левой рукой они кротко пасут овец своих, но правая их рука — разящий клинок, созданный карать каждого, кто посмеет оспорить их волю.
lore_runeword_flowing_sands|Just as the sands on the desert are forever on the move, never settle|Подобно пескам в бесконечной пустыне, ты не имеешь права на покой. Иди, пока ветер не сотрет твои следы, ибо остановка для воина подобна смерти.
lore_runeword_deus_ex_machina|To safeguard her world from the impending cataclysm, Seraphina took action and so was the weapon with immense power born.|Чтобы спасти свой гибнущий мир от грядущего катаклизма, Серафина отринула человечность. Так родилось это орудие, наделенное сокрушительной мощью самих богов.
lore_runeword_malice|In the eerie domain, the haunting voices persist, forever seeking a silence that remains beyond their grasp|В призрачных чертогах голоса мертвых не умолкают ни на миг. Они вечно взывают к тишине, которую им никогда не обрести, пока ты еще дышишь.
lore_runeword_skysong|With every strike, the heavens themselves seemed to sing, harmonizing with the heart of the warrior and echoing through the land, leaving a trail of wonders in its wake.|С каждым ударом небеса содрогались в громогласном хоре, вторя яростному биению сердца воина. За ним следовал лишь шлейф божественного трепета и руины вражьих крепостей.
lore_runeword_torment|Torment took the form of a sinister black wand. Its core was said to contain a fragment of the dark void itself, granting it unparalleled power over the necromantic forces that defied the natural order.|Мучение воплотилось в этом черном жезле. В его сердце зажат осколок самой бездны, дарующий безграничную власть над силами, попирающими законы жизни и смерти.
lore_runeword_martyr|He was slain for his home, his people, his believes. Now his soul is infused within this weapon.|Он пал, защищая свой дом и свою веру. Теперь его истерзанная душа заключена в этой холодной стали, требуя жестокого возмездия за каждую каплю пролитой им крови.
lore_runeword_paradox|One can not exist in a state of a paradox without consequenses.|Нельзя существовать в самом сердце парадокса и не столкнуться с последствиями. Реальность неизбежно потребует свою цену за это искажение, и плата будет ужасной.
lore_runeword_innerFire|Ancient Pyromancer harnessed hes very own inner fire that fuels this magnificent tool to burn down entire villages.|Древний пиромант обратил собственную душу в яростное пламя. Этого внутреннего огня, питающего сей артефакт, хватит, чтобы обратить в пепел города и выжечь саму память о них.
lore_runeword_fleshRipper|With each stroke of their blade, they rend the flesh from their foes' bones, for in this land, there is no sanctuary for evil to take root.|С каждым взмахом этот клинок с корнем вырывает плоть из костей врага. В этой проклятой земле злу не найти приюта, пока сталь способна выкорчевывать его семена.
lore_runeword_aurorasMight|Aurora, of of the purest souls to ever walk on earth was brutally slain, but her soul was infused into this weapon so she can live on and avenge her death.|Аврора, чья душа была чистейшей из всех, пала от рук палачей. Но дух её не угас: он вплавлен в этот металл, чтобы вечно вершить кровавую жатву среди её убийц.
lore_runeword_brilliance|Brilliance breeds success, success gives birth to wisdom and wisdom grows to be brilliance.|Блеск разума кует триумф, триумф закаляет мудрость, а мудрость сама становится ослепительным сиянием, перед которым в страхе меркнут боги.
lore_runeword_brutality|On the rise to power, an ancient king forged this weapon to brutally murder anyone standing on his way.|На пути к трону древний тиран ковал этот меч для одной цели — чинить безжалостную расправу над всяким, кто осмелится хотя бы взглянуть в его сторону.
lore_runeword_ninjatabi|Once worn by an assassin who was told to vacuum all sound with his presence.|Эти сапоги принадлежали убийце, который умел поглощать сам звук своим присутствием. Там, где он ступал, воцарялась лишь тяжелая могильная тишина.
lore_runeword_nirvana|Gateway into singularity.|Врата в абсолютную сингулярность. Там, где кончается личное бытие, начинается вечное безмолвие, пожирающее даже память о твоем существовании.|
lore_runeword_legionnaire|Battle scarred by a thousand wars.|Клинок, испещренный шрамами тысячи войн. Его сталь помнит вкус каждого разрубленного доспеха и предсмертный хрип на забытых полях бесконечной резни.|
lore_runeword_crematoriums_pledge|Forged in the eternal flames of the Hellforge.|Выковано в ненасытном пламени Адской кузни. Этот обет пропитан жаром преисподней, способным испепелить не только плоть врага, но и саму душу владельца.|
lore_runeword_bubonic_plagues_pledge|Millions have died trying to wield this plague ridden shield..|Миллионы пали в муках, пытаясь обуздать мощь этого зачумленного щита. Его поверхность сочится язвенным гноем, неся погибель всякому, чья воля слабее древней заразы.|
lore_runeword_hydrangea|A venomous weapon conjured from the hydrangea plant, handle with care..|Смертоносное орудие, порожденное ядовитым цветением гортензии. Будь осторожен: один неверный жест — и этот изысканный дар обернется мучительным параличом и гниением заживо.|
lore_runeword_disaster|I don't want to set the world on fire.. I just want to start.. A flame in your heart..|Я не жажду сжечь этот мир дотла... Я лишь хочу зажечь искру в твоем сердце. Искру, что разрастется в неугасимый погребальный костер для твоей заблудшей души.|
